id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario
514,14,10,4,"Buena cámara, pero a veces los videos se ven un poco borrosos. La calidad de video es excelente en general.","2025-10-15"
515,15,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.","2025-10-16"
516,16,10,5,"La calidad de video de esta cámara es asombrosa. La estabilización es perfecta para mis videos de caminatas. La carcasa protectora es resistente.","2025-10-17"
517,17,1,5,"El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.","2025-10-18"
518,18,10,4,"Buena cámara, pero el control de la aplicación para el móvil es complicado. Los videos en 4K se ven muy bien.","2025-10-19"
519,19,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos, ideal para mi trabajo.","2025-10-20"
520,20,10,5,"La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.","2025-10-21"
521,21,1,5,"La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo. No tengo quejas.","2025-10-22"
522,22,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco cuando grabo en 4K.","2025-10-23"
523,23,1,5,"El mejor equipo que he tenido. La laptop es muy rápida y el diseño es elegante. El teclado es muy cómodo.","2025-10-24"
524,24,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.","2025-10-25"
525,25,1,5,"Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.","2025-10-26"
526,1,10,5,"La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.","2025-10-27"
527,2,1,5,"La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.","2025-10-28"
528,3,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.","2025-10-29"
529,4,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble, ideal para mis proyectos. La pantalla tiene una resolución fantástica.","2025-10-30"
530,5,10,3,"La cámara es buena, pero la batería no dura tanto como prometen. Me decepcionó. La calidad de video es buena, pero la batería es un gran problema.","2025-10-31"
531,6,1,5,"La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es muy responsivo. No se calienta. Una excelente inversión.","2025-11-01"
532,7,10,5,"Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante y la carcasa es resistente. La estabilización es de otro nivel.","2025-11-02"
533,8,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.","2025-11-03"
534,9,10,5,"La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es muy fácil de usar.","2025-11-04"
535,10,1,5,"La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es muy eficiente.","2025-11-05"
536,11,10,3,"El micrófono de la cámara es de baja calidad. El audio se escucha con ruido de fondo. La calidad de video es buena.","2025-11-06"
537,12,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.","2025-11-07"
538,13,10,5,"Esta cámara es perfecta. La calidad de video es de primera, la estabilización es genial y la batería dura mucho.","2025-11-08"
539,14,1,5,"La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla es ideal para mi trabajo.","2025-11-09"
540,15,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.","2025-11-10"
541,16,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.","2025-11-11"
542,17,10,5,"La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.","2025-11-12"
543,18,1,5,"El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.","2025-11-13"
544,19,10,4,"Buena cámara, pero el control de la aplicación es complicado de usar. Los videos en 4K se ven bien.","2025-11-14"
545,20,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos.","2025-11-15"
546,21,10,5,"La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.","2025-11-16"
547,22,1,5,"La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo.","2025-11-17"
548,23,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco.","2025-11-18"
549,24,1,5,"El mejor equipo que he tenido. La laptop es muy rápida. El diseño es elegante. El teclado es cómodo.","2025-11-19"
550,25,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena.","2025-11-20"
551,1,1,5,"Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.","2025-11-21"
552,2,10,5,"La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.","2025-11-22"
553,3,1,5,"La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.","2025-11-23"
554,4,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.","2025-11-24"
555,5,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble. La pantalla tiene una resolución fantástica y los colores son precisos.","2025-11-25"
556,6,10,3,"La cámara es buena, pero la batería no dura tanto. La calidad de video es buena, pero la batería es un problema.","2025-11-26"
557,7,1,5,"La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es responsivo. No se calienta. Excelente inversión.","2025-11-27"
558,8,10,5,"Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante. La estabilización es de otro nivel.","2025-11-28"
559,9,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.","2025-11-29"
560,10,10,5,"La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es fácil de usar.","2025-11-30"
561,11,1,5,"La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es eficiente.","2025-12-01"
562,12,10,3,"El micrófono de la cámara es de baja calidad. El audio tiene ruido de fondo. La calidad de video es buena.","2025-12-02"
563,13,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.","2025-12-03"
564,14,10,5,"Esta cámara es perfecta. La calidad de video es de primera. La estabilización es genial y la batería dura mucho.","2025-12-04"
565,15,1,5,"La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.","2025-12-05"
566,16,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.","2025-12-06"
567,17,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.","2025-12-07"
568,18,10,5,"La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.","2025-12-08"
569,19,1,5,"El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.","2025-12-09"
570,20,10,4,"Buena cámara, pero el control de la aplicación para el móvil es complicado de usar. Los videos en 4K se ven bien.","2025-12-10"
571,21,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos.","2025-12-11"
572,22,10,5,"La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.","2025-12-12"
573,23,1,5,"La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo. No tengo quejas.","2025-12-13"
574,24,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco.","2025-12-14"
575,25,1,5,"El mejor equipo que he tenido. La laptop es muy rápida. El diseño es elegante. El teclado es cómodo.","2025-12-15"
576,1,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.","2025-12-16"
577,2,1,5,"Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.","2025-12-17"
578,3,10,5,"La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.","2025-12-18"
579,4,1,5,"La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.","2025-12-19"
580,5,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.","2025-12-20"
581,6,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble. La pantalla tiene una resolución fantástica y los colores son precisos.","2025-12-21"
582,7,10,3,"La cámara es buena, pero la batería no dura tanto. La calidad de video es buena, pero la batería es un problema.","2025-12-22"
583,8,1,5,"La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es responsivo. No se calienta. Excelente inversión.","2025-12-23"
584,9,10,5,"Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante. La estabilización es de otro nivel.","2025-12-24"
585,10,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.","2025-12-25"
586,11,10,5,"La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es fácil de usar.","2025-12-26"
587,12,1,5,"La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es eficiente.","2025-12-27"
588,13,10,3,"El micrófono de la cámara es de baja calidad. El audio tiene ruido de fondo. La calidad de video es buena.","2025-12-28"
589,14,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.","2025-12-29"
590,15,10,5,"Esta cámara es perfecta. La calidad de video es de primera. La estabilización es genial y la batería dura mucho.","2025-12-30"
591,16,1,5,"La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.","2025-12-31"
592,17,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.","2026-01-01"
593,18,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.","2026-01-02"
594,19,10,5,"La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.","2026-01-03"
595,20,1,5,"El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.","2026-01-04"
596,21,10,4,"Buena cámara, pero el control de la aplicación es complicado de usar. Los videos en 4K se ven bien.","2026-01-05"
597,22,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos.","2026-01-06"
598,23,10,5,"La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.","2026-01-07"
599,24,1,5,"La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo.","2026-01-08"
600,25,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco.","2026-01-09"
601,1,1,5,"El mejor equipo que he tenido. La laptop es muy rápida. El diseño es elegante. El teclado es cómodo.",2026-01-10
602,2,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.","2026-01-11"
603,3,1,5,"Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.","2026-01-12"
604,4,10,5,"La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.","2026-01-13"
605,5,1,5,"La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.","2026-01-14"
606,6,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.","2026-01-15"
607,7,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble. La pantalla tiene una resolución fantástica y los colores son precisos.","2026-01-16"
608,8,10,3,"La cámara es buena, pero la batería no dura tanto. La calidad de video es buena, pero la batería es un problema.","2026-01-17"
609,9,1,5,"La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es responsivo. No se calienta. Excelente inversión.","2026-01-18"
610,10,10,5,"Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante. La estabilización es de otro nivel.","2026-01-19"
611,11,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.","2026-01-20"
612,12,10,5,"La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es fácil de usar.","2026-01-21"
613,13,1,5,"La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es eficiente.","2026-01-22"
614,14,10,3,"El micrófono de la cámara es de baja calidad. El audio tiene ruido de fondo. La calidad de video es buena.","2026-01-23"
615,15,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.","2026-01-24"
616,16,10,5,"Esta cámara es perfecta. La calidad de video es de primera. La estabilización es genial y la batería dura mucho.","2026-01-25"
617,17,1,5,"La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.","2026-01-26"
618,18,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.","2026-01-27"
619,19,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.","2026-01-28"
620,20,10,5,"La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.","2026-01-29"
