id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
450,25,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco. La calidad de video es excelente.",2025-08-12,cámara grar soporte bicicleta resistente mover calidad video excelente,5 stars,0.632409930229187
451,1,1,5,"Impresionante, la mejor laptop que he comprado. El rendimiento es increíble, ideal para mis proyectos de diseño. La pantalla tiene una resolución fantástica y los colores son muy precisos.",2025-08-13,impresionante laptop comprar rendimiento increíble ideal proyecto diseño pantalla resolución fantástico color preciso,5 stars,0.8988588452339172
452,2,10,3,"La cámara es buena, pero la batería no dura tanto como prometen. Me decepcionó un poco, ya que necesito grabar por periodos largos. La calidad de video es buena, pero la batería es un gran problema.",2025-08-14,cámara batería durar prometer decepcionar necesitar grabar periodo largo calidad video batería problema,2 stars,0.4547177255153656
453,3,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es muy responsivo y la pantalla es de alta resolución. No se calienta ni siquiera después de horas de juego. Una excelente inversión.,2025-08-15,laptop gamer pro máquina increíblemente potente teclado responsivo pantalla alto resolución calentar siquiera hora juego excelente inversión,5 stars,0.7562187910079956
454,4,10,5,Esta cámara es fantástica para grabar videos de deportes extremos. La calidad de video es impresionante y la carcasa es muy resistente. La estabilización de imagen es de otro nivel. La batería dura mucho.,2025-08-16,cámara fantástico grabar video deporte extremo calidad video impresionante carcasa resistente estabilización imagen nivel batería duro,5 stars,0.7306925654411316
455,5,1,4,"La laptop es muy rápida y el diseño es elegante. Sin embargo, la batería dura poco, lo cual es una lástima. El rendimiento es increíble, pero la portabilidad es un problema.",2025-08-17,laptop rápido diseño elegante batería duro lástima rendimiento increíble portabilidad problema,4 stars,0.29581448435783386
456,6,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta para tomas en movimiento. Es muy fácil de usar y la pantalla táctil es muy intuitiva. La batería es duradera.,2025-08-18,cámara acción maravilla calidad video asombroso estabilización perfecto toma movimiento fácil pantalla táctil intuitivo batería duradero,5 stars,0.8561250567436218
457,7,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. Rinde perfecto en todo lo que hago. El sistema de enfriamiento es muy eficiente y silencioso.,2025-08-19,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente silencioso,5 stars,0.6872261166572571
458,8,10,3,"El micrófono de la cámara es de baja calidad. El audio se escucha con mucho ruido de fondo. La calidad de video es buena, pero el audio es un problema.",2025-08-20,micrófono cámara bajo calidad audio escuchar ruido fondo calidad video audio problema,2 stars,0.4666938781738281
459,9,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante y ligero. La pantalla es vibrante y el teclado es muy cómodo.",2025-08-21,equipo rendimiento impecable diseño elegante ligero pantalla vibrante teclado cómodo,5 stars,0.6324282288551331
460,10,10,5,"Esta cámara es perfecta. La calidad de video es de primera, la estabilización es genial y la batería dura mucho. Es muy fácil de usar y la carcasa es muy resistente.",2025-08-22,cámara perfecto calidad video estabilización genial batería duro fácil carcasa resistente,5 stars,0.7701874375343323
461,11,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo y los juegos. El teclado es muy cómodo.,2025-08-23,laptop maravilla procesador rápido rendimiento excepcional pantalla alto resolución ideal trabajo juegos teclado cómodo,5 stars,0.8774167895317078
462,12,10,4,"Buena cámara, pero a veces los videos se ven un poco borrosos. La calidad de video es excelente en general, pero a veces no enfoca bien. La batería es duradera.",2025-08-24,cámara video ver borroso calidad video excelente general enfocar batería duradero,5 stars,0.5258409380912781
463,13,1,4,"La laptop es muy potente, pero la pantalla tiene un poco de fuga de luz. Es un detalle menor, pero en un producto premium se nota. El rendimiento es fantástico.",2025-08-25,laptop potente pantalla fuga luz detalle menor producto premium notar rendimiento fantástico,4 stars,0.4816989600658417
464,14,10,5,La calidad de video de esta cámara es asombrosa. La estabilización es perfecta para mis videos de caminatas. La carcasa protectora es muy resistente. Es el mejor equipo que he tenido para mis aventuras.,2025-08-26,calidad video cámara asombroso estabilización perfecto video caminata carcasa protectora resistente equipo aventura,5 stars,0.6960119009017944
465,15,1,5,El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño y renderizado sin problemas. La pantalla de alta tasa de refresco hace una gran diferencia en la fluidez. El sistema de enfriamiento es eficiente.,2025-08-27,rendimiento laptop sobresaliente capaz manejar software diseño renderizado problema pantalla alto tasa refresco diferencia fluidez sistema enfriamiento eficiente,4 stars,0.48314106464385986
466,16,10,4,"Buena cámara, pero el control de la aplicación para el móvil es un poco complicado de usar. Los videos en 4K se ven muy bien, pero la usabilidad podría ser mejor.",2025-08-28,cámara control aplicación móvil complicado video ver usabilidad,3 stars,0.36708864569664
467,17,1,5,"Excelente laptop, el teclado es muy cómodo. El rendimiento es impecable, no se calienta. La pantalla tiene colores precisos, ideal para mi trabajo.",2025-08-29,excelente laptop teclado cómodo rendimiento impecable calentar pantalla color preciso ideal trabajo,5 stars,0.7116734981536865
468,18,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia y ha aguantado perfectamente. La batería dura mucho y es fácil de usar.,2025-08-30,cámara acción joya calidad foto nivel usar nieve lluvia aguantar perfectamente batería duro fácil,5 stars,0.6341990828514099
469,19,1,5,La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es muy responsivo. No tengo ninguna queja.,2025-08-31,laptop sueño rendimiento bestial pantalla vibrante teclado responsivo queja,1 star,0.3079540431499481
470,20,10,3,"La cámara es buena, pero a veces los videos se congelan. La calidad de video es buena, pero el software parece tener problemas. La batería dura poco cuando la uso para grabar en 4K.",2025-09-01,cámara video congelar calidad video software problema batería duro grabar,2 stars,0.36065107583999634
471,21,1,5,El mejor equipo que he tenido. La laptop es muy rápida y el diseño es muy elegante. El teclado es muy cómodo para escribir.,2025-09-02,equipo laptop rápido diseño elegante teclado cómodo escribir,5 stars,0.5596944689750671
472,22,10,4,"Buena cámara, pero el cable de carga es muy corto. La calidad de video es muy buena y la estabilización es perfecta.",2025-09-03,cámara cable carga corto calidad video estabilización perfecto,5 stars,0.5161577463150024
473,23,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble para el trabajo y los juegos. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.,2025-09-04,laptop perfecto necesidad rendimiento increíble trabajo juegos pantalla alto resolución teclado retroiluminado plus,5 stars,0.8120086193084717
474,24,10,5,"La cámara es muy fácil de usar, la he usado para grabar mis vacaciones y los videos son increíbles. La estabilización de imagen es fantástica. La batería dura mucho tiempo.",2025-09-05,cámara fácil usar grabar vacación video increíble estabilización imagen fantástico batería duro tiempo,5 stars,0.7391226887702942
475,25,1,5,La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.,2025-09-06,laptop gamer pro bestia procesador rápido tarjeta gráfico potente problema juego,3 stars,0.296438992023468
476,1,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco. La calidad de video es excelente.",2025-09-07,cámara grar soporte bicicleta resistente mover calidad video excelente,5 stars,0.632409930229187
477,2,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble, ideal para mis proyectos. La pantalla tiene una resolución fantástica y los colores son muy precisos.",2025-09-08,impresionante laptop rendimiento increíble ideal proyecto pantalla resolución fantástico color preciso,5 stars,0.9036273956298828
478,3,10,3,"La cámara es buena, pero la batería no dura tanto como prometen. Me decepcionó. La calidad de video es buena, pero la batería es un gran problema.",2025-09-09,cámara batería durar prometer decepcionar calidad video batería problema,1 star,0.44030892848968506
479,4,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es muy responsivo y la pantalla es de alta resolución. No se calienta. Una excelente inversión.,2025-09-10,laptop gamer pro máquina increíblemente potente teclado responsivo pantalla alto resolución calentar excelente inversión,5 stars,0.8112541437149048
480,5,10,5,Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante y la carcasa es muy resistente. La estabilización de imagen es de otro nivel.,2025-09-11,cámara fantástico grabar deporte extremo calidad video impresionante carcasa resistente estabilización imagen nivel,5 stars,0.7515953183174133
481,6,1,4,"La laptop es muy rápida y el diseño es elegante. Sin embargo, la batería dura poco, lo cual es una lástima. El rendimiento es increíble.",2025-09-12,laptop rápido diseño elegante batería duro lástima rendimiento increíble,5 stars,0.7516709566116333
482,7,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es muy fácil de usar y la pantalla táctil es intuitiva.,2025-09-13,cámara acción maravilla calidad video asombroso estabilización perfecto fácil pantalla táctil intuitivo,5 stars,0.8557982444763184
483,8,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. Rinde perfecto en todo lo que hago. El sistema de enfriamiento es muy eficiente y silencioso.,2025-09-14,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente silencioso,5 stars,0.6872261166572571
484,9,10,3,"El micrófono de la cámara es de baja calidad. El audio se escucha con ruido de fondo. La calidad de video es buena, pero el audio es un problema.",2025-09-15,micrófono cámara bajo calidad audio escuchar ruido fondo calidad video audio problema,2 stars,0.4666938781738281
485,10,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante y ligero. La pantalla es vibrante y el teclado es muy cómodo.",2025-09-16,equipo rendimiento impecable diseño elegante ligero pantalla vibrante teclado cómodo,5 stars,0.6324282288551331
486,11,10,5,"Esta cámara es perfecta. La calidad de video es de primera, la estabilización es genial y la batería dura mucho. Es muy fácil de usar.",2025-09-17,cámara perfecto calidad video estabilización genial batería duro fácil,5 stars,0.7950683832168579
487,12,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.,2025-09-18,laptop maravilla procesador rápido rendimiento excepcional pantalla alto resolución ideal trabajo,5 stars,0.897431492805481
488,13,10,4,"Buena cámara, pero a veces los videos se ven un poco borrosos. La calidad de video es excelente en general.",2025-09-19,cámara video ver borroso calidad video excelente general,5 stars,0.49044710397720337
489,14,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.",2025-09-20,laptop potente pantalla fuga luz detalle menor rendimiento fantástico,4 stars,0.4549223482608795
490,15,10,5,La calidad de video de esta cámara es asombrosa. La estabilización es perfecta para mis videos de caminatas. La carcasa protectora es muy resistente.,2025-09-21,calidad video cámara asombroso estabilización perfecto video caminata carcasa protectora resistente,5 stars,0.7242499589920044
491,16,1,5,El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño y renderizado. La pantalla de alta tasa de refresco es genial.,2025-09-22,rendimiento laptop sobresaliente capaz manejar software diseño renderizado pantalla alto tasa refresco genial,5 stars,0.7465282678604126
492,17,10,4,"Buena cámara, pero el control de la aplicación para el móvil es complicado de usar. Los videos en 4K se ven muy bien.",2025-09-23,cámara control aplicación móvil complicado video ver,2 stars,0.3646158277988434
493,18,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos, ideal para mi trabajo.",2025-09-24,excelente laptop teclado cómodo rendimiento impecable pantalla color preciso ideal trabajo,5 stars,0.720866858959198
494,19,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.,2025-09-25,cámara acción joya calidad foto nivel usar nieve lluvia batería duro,5 stars,0.462651789188385
495,20,1,5,La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo. No tengo ninguna queja.,2025-09-26,laptop sueño rendimiento bestial pantalla vibrante teclado responsivo queja,1 star,0.3079540431499481
496,21,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco cuando grabo en 4K.",2025-09-27,cámara video congelar software problema batería duro grabar,2 stars,0.3302678167819977
497,22,1,5,El mejor equipo que he tenido. La laptop es muy rápida y el diseño es elegante. El teclado es muy cómodo.,2025-09-28,equipo laptop rápido diseño elegante teclado cómodo,5 stars,0.6055551767349243
498,23,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.",2025-09-29,cámara cable carga corto calidad video estabilización perfecto,5 stars,0.5161577463150024
499,24,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.,2025-09-30,laptop perfecto necesidad rendimiento increíble pantalla alto resolución teclado retroiluminado plus,5 stars,0.8287830352783203
500,25,10,5,La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.,2025-10-01,cámara fácil usar grabar vacación video increíble estabilización fantástico,5 stars,0.7407728433609009
501,1,1,5,La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.,2025-10-02,laptop gamer pro bestia procesador rápido tarjeta gráfico potente problema juego,3 stars,0.296438992023468
502,2,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.",2025-10-03,cámara grar soporte bicicleta resistente mover,4 stars,0.4081110656261444
503,3,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble, ideal para mis proyectos. La pantalla tiene una resolución fantástica.",2025-10-04,impresionante laptop rendimiento increíble ideal proyecto pantalla resolución fantástico,5 stars,0.9176680445671082
504,4,10,3,"La cámara es buena, pero la batería no dura tanto como prometen. Me decepcionó. La calidad de video es buena, pero la batería es un gran problema.",2025-10-05,cámara batería durar prometer decepcionar calidad video batería problema,1 star,0.44030892848968506
505,5,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es muy responsivo. No se calienta. Una excelente inversión.,2025-10-06,laptop gamer pro máquina increíblemente potente teclado responsivo calentar excelente inversión,5 stars,0.8233947157859802
506,6,10,5,Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante y la carcasa es resistente. La estabilización es de otro nivel.,2025-10-07,cámara fantástico grabar deporte extremo calidad video impresionante carcasa resistente estabilización nivel,5 stars,0.7623689770698547
507,7,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble, pero la portabilidad es un problema.",2025-10-08,laptop rápido batería duro lástima rendimiento increíble portabilidad problema,4 stars,0.25867900252342224
508,8,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es muy fácil de usar.,2025-10-09,cámara acción maravilla calidad video asombroso estabilización perfecto fácil,5 stars,0.8707153797149658
509,9,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto en todo lo que hago. El sistema de enfriamiento es muy eficiente.,2025-10-10,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente,5 stars,0.6874948143959045
510,10,10,3,"El micrófono de la cámara es de baja calidad. El audio se escucha con ruido de fondo. La calidad de video es buena, pero el audio es un problema.",2025-10-11,micrófono cámara bajo calidad audio escuchar ruido fondo calidad video audio problema,2 stars,0.4666938781738281
511,11,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante y ligero. La pantalla es vibrante.",2025-10-12,equipo rendimiento impecable diseño elegante ligero pantalla vibrante,5 stars,0.6356186866760254
512,12,10,5,"Esta cámara es perfecta. La calidad de video es de primera, la estabilización es genial y la batería dura mucho.",2025-10-13,cámara perfecto calidad video estabilización genial batería duro,5 stars,0.8149163722991943
513,13,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.,2025-10-14,laptop maravilla procesador rápido rendimiento excepcional pantalla alto resolución ideal trabajo,5 stars,0.897431492805481
514,14,10,4,"Buena cámara, pero a veces los videos se ven un poco borrosos. La calidad de video es excelente en general.",2025-10-15,cámara video ver borroso calidad video excelente general,5 stars,0.49044710397720337
515,15,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.",2025-10-16,laptop potente pantalla fuga luz detalle menor rendimiento fantástico,4 stars,0.4549223482608795
516,16,10,5,La calidad de video de esta cámara es asombrosa. La estabilización es perfecta para mis videos de caminatas. La carcasa protectora es resistente.,2025-10-17,calidad video cámara asombroso estabilización perfecto video caminata carcasa protectora resistente,5 stars,0.7242499589920044
517,17,1,5,El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.,2025-10-18,rendimiento laptop sobresaliente capaz manejar software diseño pantalla alto tasa refresco genial,5 stars,0.7434347867965698
518,18,10,4,"Buena cámara, pero el control de la aplicación para el móvil es complicado. Los videos en 4K se ven muy bien.",2025-10-19,cámara control aplicación móvil complicado video ver,2 stars,0.3646158277988434
519,19,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos, ideal para mi trabajo.",2025-10-20,excelente laptop teclado cómodo rendimiento impecable pantalla color preciso ideal trabajo,5 stars,0.720866858959198
520,20,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.,2025-10-21,cámara acción joya calidad foto nivel usar nieve lluvia batería duro,5 stars,0.462651789188385
521,21,1,5,La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo. No tengo quejas.,2025-10-22,laptop sueño rendimiento bestial pantalla vibrante teclado responsivo queja,1 star,0.3079540431499481
522,22,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco cuando grabo en 4K.",2025-10-23,cámara video congelar software problema batería duro grabar,2 stars,0.3302678167819977
523,23,1,5,El mejor equipo que he tenido. La laptop es muy rápida y el diseño es elegante. El teclado es muy cómodo.,2025-10-24,equipo laptop rápido diseño elegante teclado cómodo,5 stars,0.6055551767349243
524,24,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.",2025-10-25,cámara cable carga corto calidad video estabilización perfecto,5 stars,0.5161577463150024
525,25,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.,2025-10-26,laptop perfecto necesidad rendimiento increíble pantalla alto resolución teclado retroiluminado plus,5 stars,0.8287830352783203
526,1,10,5,La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.,2025-10-27,cámara fácil usar grabar vacación video increíble estabilización fantástico,5 stars,0.7407728433609009
527,2,1,5,La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.,2025-10-28,laptop gamer pro bestia procesador rápido tarjeta gráfico potente problema juego,3 stars,0.296438992023468
528,3,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.",2025-10-29,cámara grar soporte bicicleta resistente mover,4 stars,0.4081110656261444
529,4,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble, ideal para mis proyectos. La pantalla tiene una resolución fantástica.",2025-10-30,impresionante laptop rendimiento increíble ideal proyecto pantalla resolución fantástico,5 stars,0.9176680445671082
530,5,10,3,"La cámara es buena, pero la batería no dura tanto como prometen. Me decepcionó. La calidad de video es buena, pero la batería es un gran problema.",2025-10-31,cámara batería durar prometer decepcionar calidad video batería problema,1 star,0.44030892848968506
531,6,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es muy responsivo. No se calienta. Una excelente inversión.,2025-11-01,laptop gamer pro máquina increíblemente potente teclado responsivo calentar excelente inversión,5 stars,0.8233947157859802
532,7,10,5,Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante y la carcasa es resistente. La estabilización es de otro nivel.,2025-11-02,cámara fantástico grabar deporte extremo calidad video impresionante carcasa resistente estabilización nivel,5 stars,0.7623689770698547
533,8,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.",2025-11-03,laptop rápido batería duro lástima rendimiento increíble,5 stars,0.7525234222412109
534,9,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es muy fácil de usar.,2025-11-04,cámara acción maravilla calidad video asombroso estabilización perfecto fácil,5 stars,0.8707153797149658
535,10,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es muy eficiente.,2025-11-05,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente,5 stars,0.6874948143959045
536,11,10,3,El micrófono de la cámara es de baja calidad. El audio se escucha con ruido de fondo. La calidad de video es buena.,2025-11-06,micrófono cámara bajo calidad audio escuchar ruido fondo calidad video,2 stars,0.4069131910800934
537,12,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.",2025-11-07,equipo rendimiento impecable diseño elegante pantalla vibrante,5 stars,0.6349501013755798
538,13,10,5,"Esta cámara es perfecta. La calidad de video es de primera, la estabilización es genial y la batería dura mucho.",2025-11-08,cámara perfecto calidad video estabilización genial batería duro,5 stars,0.8149163722991943
539,14,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla es ideal para mi trabajo.,2025-11-09,laptop maravilla procesador rápido rendimiento excepcional pantalla ideal trabajo,5 stars,0.8990796208381653
540,15,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.",2025-11-10,cámara video ver borroso calidad video excelente general,5 stars,0.49044710397720337
541,16,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.",2025-11-11,laptop potente pantalla fuga luz detalle menor rendimiento fantástico,4 stars,0.4549223482608795
542,17,10,5,La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.,2025-11-12,calidad video cámara asombroso estabilización perfecto carcasa protectora resistente,5 stars,0.7263320088386536
543,18,1,5,El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.,2025-11-13,rendimiento laptop sobresaliente capaz manejar software diseño pantalla alto tasa refresco genial,5 stars,0.7434347867965698
544,19,10,4,"Buena cámara, pero el control de la aplicación es complicado de usar. Los videos en 4K se ven bien.",2025-11-14,cámara control aplicación complicado video ver,2 stars,0.3565627932548523
545,20,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos.",2025-11-15,excelente laptop teclado cómodo rendimiento impecable pantalla color preciso,5 stars,0.6793285608291626
546,21,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.,2025-11-16,cámara acción joya calidad foto nivel usar nieve lluvia batería duro,5 stars,0.462651789188385
547,22,1,5,La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo.,2025-11-17,laptop sueño rendimiento bestial pantalla vibrante teclado responsivo,5 stars,0.5521955490112305
548,23,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco.",2025-11-18,cámara video congelar software problema batería duro,2 stars,0.35328206419944763
549,24,1,5,El mejor equipo que he tenido. La laptop es muy rápida. El diseño es elegante. El teclado es cómodo.,2025-11-19,equipo laptop rápido diseño elegante teclado cómodo,5 stars,0.6055551767349243
550,25,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena.",2025-11-20,cámara cable carga corto calidad video,4 stars,0.3000277578830719
551,1,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.,2025-11-21,laptop perfecto necesidad rendimiento increíble pantalla alto resolución teclado retroiluminado plus,5 stars,0.8287830352783203
552,2,10,5,La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.,2025-11-22,cámara fácil usar grabar vacación video increíble estabilización fantástico,5 stars,0.7407728433609009
553,3,1,5,La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.,2025-11-23,laptop gamer pro bestia procesador rápido tarjeta gráfico potente problema juego,3 stars,0.296438992023468
554,4,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.",2025-11-24,cámara grar soporte bicicleta resistente mover,4 stars,0.4081110656261444
555,5,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble. La pantalla tiene una resolución fantástica y los colores son precisos.",2025-11-25,impresionante laptop rendimiento increíble pantalla resolución fantástico color preciso,5 stars,0.873004138469696
556,6,10,3,"La cámara es buena, pero la batería no dura tanto. La calidad de video es buena, pero la batería es un problema.",2025-11-26,cámara batería durar calidad video batería problema,2 stars,0.36047273874282837
557,7,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es responsivo. No se calienta. Excelente inversión.,2025-11-27,laptop gamer pro máquina increíblemente potente teclado responsivo calentar excelente inversión,5 stars,0.8233947157859802
558,8,10,5,Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante. La estabilización es de otro nivel.,2025-11-28,cámara fantástico grabar deporte extremo calidad video impresionante estabilización nivel,5 stars,0.7878331542015076
559,9,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.",2025-11-29,laptop rápido batería duro lástima rendimiento increíble,5 stars,0.7525234222412109
560,10,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es fácil de usar.,2025-11-30,cámara acción maravilla calidad video asombroso estabilización perfecto fácil,5 stars,0.8707153797149658
561,11,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es eficiente.,2025-12-01,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente,5 stars,0.6874948143959045
562,12,10,3,El micrófono de la cámara es de baja calidad. El audio tiene ruido de fondo. La calidad de video es buena.,2025-12-02,micrófono cámara bajo calidad audio ruido fondo calidad video,2 stars,0.4283176362514496
563,13,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.",2025-12-03,equipo rendimiento impecable diseño elegante pantalla vibrante,5 stars,0.6349501013755798
564,14,10,5,Esta cámara es perfecta. La calidad de video es de primera. La estabilización es genial y la batería dura mucho.,2025-12-04,cámara perfecto calidad video estabilización genial batería duro,5 stars,0.8149163722991943
565,15,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.,2025-12-05,laptop maravilla procesador rápido rendimiento excepcional pantalla alto resolución ideal trabajo,5 stars,0.897431492805481
566,16,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.",2025-12-06,cámara video ver borroso calidad video excelente general,5 stars,0.49044710397720337
567,17,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.",2025-12-07,laptop potente pantalla fuga luz detalle menor rendimiento fantástico,4 stars,0.4549223482608795
568,18,10,5,La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.,2025-12-08,calidad video cámara asombroso estabilización perfecto carcasa protectora resistente,5 stars,0.7263320088386536
569,19,1,5,El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.,2025-12-09,rendimiento laptop sobresaliente capaz manejar software diseño pantalla alto tasa refresco genial,5 stars,0.7434347867965698
